"id";"aliases";"approved";"bannedinaustralia";"bannedincanada";"bannedinusa";"category";"diseases";"function";"gmo";"linksbanned";"linksdiseases";"name";"nameenglish";"number";"origin";"properties";"sideeffect";"vegan";"productcount"
98375;"Monokalciumfosfat bensoat, bensenkarboxylsyra kalciumsalt, dracylic-kalciumsalt, fenylkarboxylsyra kalciumsalt";"t";"f";"f";"f";1;"allergi, astma";"Bensoesyra och bensoater används som konserveringsmedel mot både jäst och bakterier i sura produkter. De är inte särskilt effektiva mot svamp, och ineffektivt i produkter med ett pH-värde över 5 (svagt surt eller neutralt). Höga koncentrationer leder till en sur smak, vilket begränsar tillämpningen. Bensoater ofta föredras, på grund av bättre löslighet.";"f";;;"Kalciumbensoat";"Calcium benzoate";"E213";"Bensoesyra, bensoater och bensoesyraestrar är vanligt förekommande i de flesta frukter, särskilt bär. Tranbär är en mycket rik källa av bensoesyra. Förutom frukt, bensoater förekommer naturligt i svampar, kanel, kryddnejlika och en del mejeriprodukter (som en följd av bakteriell jäsning). För kommersiella ändamål är det framställas kemiskt från toluen.";;"Inga biverkningar i de koncentrationer som används. Hos vissa personer bensoesyra och bensoater kan frigöra histamin och därmed orsaka pseudo-allergiska reaktioner.";"f";1
98376;"Etyl-p-oxibensoat, etylparaben, Ripagin A, Solbrol A";"t";"t";"t";"t";3;"allergi, astma";"Bensoesyra och bensoater används som konserveringsmedel mot både jäst och svampar. De är inte särskilt effektivt mot bakterier. Aktivitet är inte beroende av syra. Bensoesyraestrar är dåligt lösliga, vilket begränsar tillämpningen.";"f";;;"Etyl p-hydroxibensoat";"Ethyl p-Hydroxybenzoate";"E214";"Synthetic etyl-ester av bensoesyra. Bensoesyra, bensoater och bensoesyra estrar är vanligt förekommande i de flesta frukter, särskilt bär. Tranbär är en mycket rik källa av bensoesyra. Förutom frukt, bensoater förekommer naturligt i svampar, kanel, kryddnejlika och en del mejeriprodukter (som en följd av bakteriell jäsning). För kommersiella ändamål, är bensoesyra framställdes kemiskt från toluen och därefter esterifieras.";;" Inga biverkningar i de använda koncentrationerna. Hos vissa personer bensoesyraestrar kan frigöra histamin och därmed orsaka pseudo-allergiska reaktioner. Förekomsten av E214 i kosmetika kan framkalla kontaktallergier, som inte är gemensamma med livsmedel.";"f";0
98377;;"t";"t";"t";"t";3;"allergi, astma";"Bensoesyra och bensoater används som konserveringsmedel mot både jäst och svampar. De är inte särskilt effektivt mot bakterier. Aktivitet är inte beroende av syra. Bensoesyraestrar är dåligt lösliga, vilket begränsar tillämpningen.";"f";;;"Natrium etyl-p-hydrohybenzoate";"Natrium etyl-p-hydrohybenzoate";"E215";"Synthetic etyl-ester av bensoesyra. Bensoesyra, bensoater och bensoesyra estrar är vanligt förekommande i de flesta frukter, särskilt bär. Tranbär är en mycket rik källa av bensoesyra. Förutom frukt, bensoater förekommer naturligt i svampar, kanel, kryddnejlika och en del mejeriprodukter (som en följd av bakteriell jäsning). För kommersiella ändamål, är bensoesyra framställdes kemiskt från toluen och därefter esterifieras.";;" Inga biverkningar i de använda koncentrationerna. Hos vissa personer bensoesyraestrar kan frigöra histamin och därmed orsaka pseudo-allergiska reaktioner. Förekomsten av E215 i kosmetika kan framkalla kontaktallergier, som inte är gemensamma med livsmedel.";"f";0
98378;"Propylparaben, Nipasol, Solbrol P";"t";"f";"f";"f";1;"allergi, astma";"Bensoesyra och bensoater används som konserveringsmedel mot både jäst och svampar. De är inte särskilt effektivt mot bakterier. Aktivitet är inte beroende av syra. Bensoesyraestrar är dåligt lösliga, vilket begränsar tillämpningen.";"f";;;"Propyl-p-hydroxibensoat";"Propyl p-hydroxybenzoate";"E216";"Synthetic e thyl ester av bensoesyra. Bensoesyra, bensoater och bensoesyra estrar är vanligt förekommande i de flesta frukter, särskilt bär. Tranbär är en mycket rik källa av bensoesyra. Förutom frukt, bensoater förekommer naturligt i svampar, kanel, kryddnejlika och en del mejeriprodukter (som en följd av bakteriell jäsning). För kommersiella ändamål, är bensoesyra framställdes kemiskt från toluen och därefter esterifieras.";;" Inga biverkningar i de använda koncentrationerna. Hos vissa personer bensoesyraestrar kan frigöra histamin och därmed orsaka pseudo-allergiska reaktioner. Förekomsten av E216 i kosmetika kan framkalla kontaktallergier, som inte är gemensamma med livsmedel.";"f";0
98379;;"t";"t";"t";"t";3;"allergi, astma";;"f";;;"Natrium propyl-p-hydrohybenzoate";"Natrium-propyl-p-hydrohybenzoate";"E217";"Synthetic bensoesyra-etylester. Bensoesyra, bensoater och bensoesyra estrar i allmänhet finns i de flesta frukter, särskilt bär. Tranbär är mycket rik på bensoesyra. Förutom frukt, bensoater förekommer i svampar, kanel, kryddnejlika och en del mejeriprodukter (på grund av bakteriell jäsning). För industriella ändamål bensoesyran framställs av toluen och sedan förestras.";;;"f";0
98380;"Methylparaben, Methyl p-oxybenzoate, Tegosept M, Nipagine M";"t";"f";"f";"f";1;"allergi, astma";"Bensoesyra och bensoater används som konserveringsmedel mot både jäst och svampar. De är inte särskilt effektivt mot bakterier. Aktivitet är inte beroende av syra. Bensoesyraestrar är dåligt lösliga, vilket begränsar tillämpningen.";"f";;;"Metyl p-hydroxibensoat";"Methyl p-Hydroxybenzoate";"E218";"Synthetic e thyl ester av bensoesyra. Bensoesyra, bensoater och bensoesyra estrar är vanligt förekommande i de flesta frukter, särskilt bär. Tranbär är en mycket rik källa av bensoesyra. Förutom frukt, bensoater förekommer naturligt i svampar, kanel, kryddnejlika och en del mejeriprodukter (som en följd av bakteriell jäsning). För kommersiella ändamål, är bensoesyra framställdes kemiskt från toluen och därefter esterifieras.";;" Inga biverkningar i de använda koncentrationerna. Hos vissa personer bensoesyraestrar kan frigöra histamin och därmed orsaka pseudo-allergiska reaktioner. Förekomsten av E218 i kosmetika kan framkalla kontaktallergier, som inte är gemensamma med livsmedel.";"f";0
98381;;"t";"t";"t";"t";3;"allergi, astma";;"f";;;"Natrium metyl-p-hydroxibensoat";"Sodium methyl p-hydroxybenzoate";"E219";"Synthetic bensoesyra-etylester. Bensoesyra, bensoater och bensoesyra estrar i allmänhet finns i de flesta frukter, särskilt bär. Tranbär är mycket rik på bensoesyra. Förutom frukt, bensoater förekommer i svampar, kanel, kryddnejlika och en del mejeriprodukter (på grund av bakteriell jäsning). För industriella ändamål bensoesyran framställs av toluen och sedan förestras.";;;"f";0
98382;"Svaveldioxid";"t";"f";"f";"f";1;"allergi, astma, migrän, illamående, gastrointestinala besvär";"Det är en färglös gas, som används som konserveringsmedel. Den förhindrar enzymatisk och bakteriell förstöring av produkter. Svaveldioxid upplöses i den vattenhaltiga fasen av produkten, syran härrör från denna reaktion är det aktiva medlet. Det är således mest effektiva i syra och svagt sura livsmedel. Den är ineffektiv vid neutralt pH. Den fungerar också som ett oxidationsmedel, med blekande effekter. Det är således används som blekmedel i mjöl, men oxiderar det (naturliga) färger i livsmedel, vilket begränsar dess användning. Slutligen stabiliserar det C-vitamin i produkter och förhindrar missfärgning av vitt vin. Värme tar bort svaveldioxid som gas från produkter.";"f";;;"Svaveldioxid";"Sulphur dioxide";"E220";"Svavel är ett vanligt inslag. Svaveldioxid bildas vid förbränning av sva. Dess användning som konserveringsmedel är förenat med gammal historia, det hade använts i stor omfattning i det antika egypten och det romerska riket. På grund av sin oxidativa effekter svaveldioxid kan förstöra en del av vitaminer i produkter det används. Det är att försämras till oskadliga sulfat i levern och därefter utsöndras med urinen. Denna tillsats stör grupp b-vitamin intag.";;"På grund av dess oxiderande effekt kan det minska vitaminhalten i produkter. Den reduceras i levern till ofarliga sulfat och utsöndras i urinen. Det kan dock orsaka andningssvårigheter hos patienter med astma. I höga koncentrationer (över de som normalt används i livsmedel) kan orsaka gastrointestinala störningar hos vissa personer.";"f";2
98383;"Dinatrium sulfit, Natriumsulfit";"t";"f";"f";"f";1;"allergi, astma, migrän";"Det är ett vitt, icke-stabilt pulver, vilket reagerar med syre för att bilda natriumsulfat. Under sura betingelser bildar den svavelsyrlighet, ett konserveringsmedel. Det används som ett konserveringsmedel samt oxiderande och blekmedel för att förhindra förstöring eller missfärgning. I kött det hindrar missfärgning, men det är inte tillåtet i köttprodukter, eftersom det kan dölja bakteriell förruttnelse präglas av missfärgning. Det används också som en bröd förstärkare, genom sin verkan för att förbättra kapaciteten knådning av brödet.";"f";;;"Natriumsulfit";"Sodium sulphite";"E221";"Natriumsalt av svavelsyrlighet. På grund av sin oxidativa effekter svaveldioxid kan förstöra en del av vitaminer i produkter det används. Det är att försämras till oskadliga sulfat i levern och därefter utsöndras med urinen. Även natriumsulfit skyddar köttet från att bli bruna, är dess användning i köttprodukter inte tillåten. Vid samman med alkohol ökar baksmälla symtom. Människor som inte tål naturliga sulfiter bör också undvika de lagt dem (e221-228).";;"På grund av dess oxiderande effekt kan det minska vitaminhalten i produkter. Den reduceras i levern till ofarliga sulfat och utsöndras i urinen.";"f";0
98384;"Natriumvätesulfit, natrium-bisulfit";"t";"f";"f";"f";1;"allergi, astma, migrän";"Det är ett vitt, icke-stabilt pulver, vilket reagerar med syre för att bilda natriumsulfat. Under sura betingelser bildar den svavelsyrlighet, som verkar som ett konserveringsmedel. Det används som ett konserveringsmedel i vissa produkter och kan användas som ett blekmedel.";"f";;;"Natriumvätesulfit";"Sodium hydrogen sulphite";"E222";"Mono-natriumsaltet av svavelsyrlighet. På grund av sin oxidativa effekter svaveldioxid kan förstöra en del av vitaminer i produkter det används. Det är att försämras till oskadliga sulfat i levern och därefter utsöndras med urinen. Människor som inte tål naturliga sulfiter bör också undvika de lagt dem (e221-228).";;"På grund av dess oxiderande effekt kan det minska vitaminhalten i produkter. Den reduceras i levern till ofarliga sulfat och utsöndras i urinen.";"f";0
98385;"Natrium metabisulfit";"t";"f";"f";"f";1;"allergi, astma, migrän";"Det är ett vitt, icke-stabilt pulver, vilket reagerar med syre för att bilda natriumsulfat. Under sura betingelser bildar den svavelsyrlighet, som verkar som ett konserveringsmedel. Det används som ett konserveringsmedel i vissa produkter och kan användas som ett blekmedel.";"f";;;"Natriummetabisulfit";"Sodium metabisulphite";"E223";"Natriumsalt av svavelhaltiga acid.Due Till dess oxidativa effekter svaveldioxid kan förstöra en del av vitaminer i produkter den används. Det är att försämras till oskadliga sulfat i levern och därefter utsöndras med urinen. Människor som inte tål naturliga sulfiter bör också undvika de lagt dem (e221-228).";;"På grund av dess oxiderande effekt kan det minska vitaminhalten i produkter. Den reduceras i levern till ofarliga sulfat och utsöndras i urinen.";"f";11
98386;"Kaliummetabisulfit";"t";"f";"f";"f";1;"allergi, astma, migrän";"Det är ett vitt, icke-stabilt pulver, vilket reagerar med syre för att bilda kaliumsulfat. Under sura betingelser bildar den svavelsyrlighet, som verkar som ett konserveringsmedel. Det används som ett konserveringsmedel i frukter och fruktprodukter och kan användas som ett blekmedel.";"f";;;"Kaliummetabisulfit";"Potassium metabisulphite";"E224";"Kaliumsalt av svavelsyrlighet. På grund av sin oxidativa effekter svaveldioxid kan förstöra en del av vitaminer i produkter det används. Det är att försämras till oskadliga sulfat i levern och därefter utsöndras med urinen. Människor som inte tål naturliga sulfiter bör också undvika de tillsatta dem (e221-228). Det lindrar baksmälla.";;"På grund av dess oxiderande effekt kan det minska vitaminhalten i produkter. Det reduceras i levern till ofarliga sulfat och utsöndras i urinen.";"f";1
98388;"Kalciumsulfit";"t";"t";"t";"t";3;"allergi, astma, migrän";"Det är ett vitt, icke-stabilt pulver, vilket reagerar med syre för att bilda kalciumsulfat. Under sura betingelser bildar den svavelsyrlighet, som verkar som ett konserveringsmedel. Det används som ett konserveringsmedel och kan användas som ett blekmedel i sockerproduktion. Den ökar fastheten hos burk (på grund av kalcium).";"f";;;"Calcium sulfit";"Calcium sulphite";"E226";"Kalciumsalt av svavelsyrlighet.";;" Grund av dess oxiderande verkan, kan det minska den vitamininnehåll i produkter. Den reduceras i levern till ofarliga sulfat och utsöndras i urinen.";"f";0
98389;"Kalciummetabisulfit, kalciumbisulfit";"t";"t";"t";"t";3;"allergi, astma, migrän";"Det är en grönaktig vätska, som reagerar för att bilda kalciumsulfit. Under sura betingelser bildar den svavelsyrlighet, som verkar som ett konserveringsmedel. Det används som ett konserveringsmedel i öl. Det ökar fasthet konserverade grönsaker (på grund av kalcium).";"f";;;"Calcium vätgas sulfit";"Calcium hydrogen sulphite";"E227";"Kalciumsalt av svavelsyrlighet.";;"Är det minskas i levern till ofarliga sulfat och utsöndras i urinen.";"f";0
98390;"Kalium väte sulfit, kaliumbisulfit";"t";"f";"f";"f";1;"allergi, astma, migrän";"Det är ett vitt, icke-stabilt pulver, vilket reagerar med syre för att bilda kaliumsulfat. Under sura betingelser bildar den svavelsyrlighet, som verkar som ett konserveringsmedel.";"f";;;"Kaliumväte sulfit";"Potassium hydrogen sulphite";"E228";"Kaliumsalt av svavelsyrlighet. Det är att försämras till oskadliga sulfat i levern och därefter utsöndras med urinen. Människor som inte tål naturliga sulfiter bör också undvika de tillsatta dem (e221-228). Denna tillsats stör grupp b-vitamin intag.";;"Är det minskas i levern till ofarliga sulfat och utsöndras i urinen.";"f";0
98391;"Bifenyl, fenylbensen";"t";"t";"t";"t";3;"allergi, astma";"Vit, vatten olösligt pulver som används främst mot Penicilliumfungi växer på citrusfrukter. Den används för att desinficera behållare och i impregnering inslagning av citrusfrukter. Ibland frukter doppas i en lösning av difenyl, som långsamt penetrerar skalet och kan finnas i själva frukten.";"f";;;"Diphenyl";"Diphenyl";"E230";"Syntetiserade från bensen.";;"Det utsöndras oförändrat med njurarna. Känslighet har rapporterats för människor som hanterar stora sändningar av citrusfrukter (fartyg, lastbilar). I övrigt finns inga biverkningar";"f";0
98392;"Orthoxenol, ortho-fenylfenol, dowicide 1";"t";"t";"t";"t";3;"allergi, astma";"Vit, vatten olösligt pulver som används i synnerhet mot Penicilliumfungi växer på citrusfrukter, äpplen och päron. Det långsamt tränger skalet och kan finnas i själva frukten.";"f";;;"O-Phenylphenol";"o-Phenylphenol";"E231";"Syntetiserade från fenyl eter.";;"Det utsöndras oförändrat via njurarna utan biverkningar.";"f";0
98393;"Natrium orthophenylphenolate, dowicide a";"t";"f";"f";"f";1;"allergi, astma";"Vitt pulver som används speciellt mot Penicilliumfungi växer på citrusfrukter, äpplen och päron. Det är mycket lösligt i vatten, och användas för sprutning eller doppning frukter. Den långsamt penetrerar huden och kan vara närvarande i själva frukten.";"f";;;"Natrium o-fenylfenol";"Sodium o-Phenylphenol";"E232";"Natriumsalt av fenylfenol, syntetiserad från fenyleter.";;" Normal tvättning avlägsnar den lätt. Intagna rester utsöndras oförändrat via njurarna och provocera inga negativa reaktioner.";"f";0
98394;"Tiabendazol";"t";"t";"t";"f";3;;"En allmänt använd fungicid, särskilt på frukt. Den är huvudsakligen sprutas på frukter, det kan också vara en komponent av en vattenhaltig lösning, i vilken frukten är nedsänkta. Det kan endast användas på den yttre ytan av frukter.";"f";;;"Tiabendazol";"Thiabendazole";"E233";"Synthetic fungicid";;"är det hydrolyseras i levern och utsöndras via njurarna. Inga biverkningar vid de angivna acceptabla halter.";"f";0
98395;"Nisin beredning";"t";"f";"f";"f";1;"allergi, astma, migrän";"Används som konserveringsmedel mot grampositiva förruttnelsebakterier";"f";;;"Nisin";"Nisin";"E234";"Nisin är en polypeptid (kort protein) antibiotikum som produceras av de lactis bakterien lactococcus, som normalt används vid ostframställning.";;"eftersom det är ett protein, behandlas det av kroppen som sådan, och digererades i tunntarmen.";"f";0
98400;"Hexametylentetramin, hexamin, metenamin";"t";"t";"t";"t";3;"allergi, astma";"Används som konserveringsmedel mot svampar.";"f";;;"Hexametylentetramin";"Hexamethylenetetramine";"E239";"Kommersiellt syntetiseras från formaldehyd och ammoniak. Behandlas av levern och utsöndras därefter. Höga halter orsaka betydande biverkningar,";;"är det metaboliseras i levern och utsöndras. Höga koncentrationer har betydande biverkningar, emellertid är dessa koncentrationer nådde aldrig i livsmedel, på grund av smaken den förlänar";"f";0
98402;"Dimetyl pyrokarbonat, dmdc";"t";"f";"f";"f";1;"allergi, astma";"Det används som ett konserveringsmedel (kall-sterilisering) i drycker.";"f";;;"Dimetyl-dikarbonat";"Dimethyl dicarbonate";"E242";"Syntetiseras kemiskt.";;"None. ";"f";0
98403;;"t";"f";"f";"f";2;"allergi, astma, migrän, cancer";"Vitt pulver som används som konserveringsmedel mot <a href='../../uk/bact/clbot.htm'>Clostridium botulinum</a> (en bakterie som kan orsaka botulism) i köttprodukter.";"f";;;"Kaliumnitrit";"Potassium nitrite";"E249";"Naturligt förekommande mineral. Kan brytas eller produceras kemiskt från kaliumnitrat.";;"Nitriter är prekursorer till (eventuellt karcinogena) nitrosaminer, vilka är formade i magsäcken från nitriter och proteiner. Höga halter kan reagera med hemoglobin. Det är inte tillåtet i produkter avsedda för barn under 1 år. Små barn har en annan typ av hemoglobin, som är mycket mer reaktiv gentemot nitrit än normalt hemoglobin.";"f";0
98404;;"t";"f";"f";"f";2;"allergi, astma, migrän, cancer";"Vitt pulver som används som konserveringsmedel mot <a href='../../uk/bact/clbot.htm'>Clostridium botulinum</a> (en bakterie som kan orsaka botulism) i köttprodukter.";"f";;;"Natriumnitrit";"Sodium nitrite";"E250";"Naturligt förekommande mineral. Kan brytas eller produceras kemiskt från natriumnitrat. Nitriter är prekursorer av nitrosaminer (som kan vara cancerframkallande), som bildas i magen från nitriter och proteiner. Höga halter kan reagera med hemoglobin. Nitrit är inte tillåtna i produkter avsedda för barn under 6 månaders ålder. Välkända cancerframkallande, nitrosaminer, form vid upphettning över öppen eld.";;"Nitrit är prekursorer av (möjligen cancerframkallande) nitrosaminer, som bildas i magsäcken från nitrit och proteiner. Höga halter kan reagera med hemoglobin. Det är inte tillåtet i produkter avsedda för barn under 6 månader. Små barn har en annan typ av hemoglobin, som är mycket mer reaktiv gentemot nitrit än normalt hemoglobin.";"f";52
98405;"Chilesalpeter, kubisk eller soda salpeter";"t";"f";"f";"f";1;"allergi, astma, migrän";"Vitt pulver används som ett konserveringsmedel och mot fädning av naturliga färger.";"f";;;"Natriumnitrat";"Sodium nitrate";"E251";"Naturligt förekommande mineral. Också i nästan alla grönsaker. Vid uppvärmning eller passage till magsäcken förvandlas till nitrit (e250)";;"Nitrat har inga biverkningar, men kan de omvandlas till nitrit (<a href='e250.htm'>E250</a>) antingen genom upphettning eller när den förekommer i magen.";"f";10
98406;"Saltpeter";"t";"f";"f";"f";1;"allergi, astma, migrän";"Vitt pulver används som ett konserveringsmedel och mot fädning av naturliga färger.";"f";;;"Kaliumnitrat";"Potassium nitrate";"E252";"Naturligt förekommande mineral. Också närvarande i nästan alla grönsaker.";;"Nitrat har inga biverkningar, men genom uppvärmning eller i magen kan det omvandlas till nitrit (<a href='e250.htm'>E250</a> ).";"f";3
98407;"Ethanoic acid, glacial";"t";"f";"f";"f";0;;"Ättiksyra används som ett konserveringsmedel mot bakterier och svampar. I majonnäs är det tillsätts för att öka inaktiveringen av <a href='../../uk/bact/salmon.htm'>Salmonella</a>. Den högsta aktiviteten är vid lågt pH. Den kan också användas som en buffert i sura livsmedel. Den används också som en doft komponent.";"f";;;"Ättiksyra";"Acetic acid";"E260";"Natural syra, som finns i de flesta frukter. Producerad av bakteriell jäsning och därmed i alla jästa produkter. Kommersiellt framställs genom bakteriell jäsning av socker, melass eller alkohol eller genom kemisk syntes från acetealdehyde.";;"Inga biverkningar, det är en normal komponent i alla kroppens celler. Bör endast undvikas av människor som har en (mycket sällsynt) vinäger intolerans.";"f";82
98408;;"t";"f";"f";"f";0;;"Acetates are used as preservatives and buffers.";"f";;;"Potassium acetate";"Potassium acetate";"E261";"Potassium salt of acetic acid, an natural acid, present in most fruits. Produced by bacterial fermentation and thus present in all fermented products. Commercially produced by bacterial fermentation of sugar, molasses or alcohol or by chemical synthesis from acetealdehyde. Should be avoided the people who can not tolerate vinegar.";;"No side effects, acetates are a normal component of all body cells. Should only be avoided by people who have a (very rare) vinegar intolerance.";"f";0
98409;"Natriumacetat, natriumdiacetat";"t";"f";"f";"f";0;;"Acetater används som konserveringsmedel och buffertar.";"f";;;"Natriumacetat";"Sodium acetate";"E262";"Natriumsalt av ättiksyra, en naturlig syra, som finns i de flesta frukter. Producerad av bakteriell jäsning och därmed i alla jästa produkter. Kommersiellt genom bakteriell fermentation av socker, melass eller alkohol eller genom kemisk syntes från acetealdehyde. Bör undvikas de människor som inte tål ättika.";;"Inga biverkningar, acetat är en normal del av alla kroppens celler. Bör endast undvikas av människor som har en (mycket sällsynt) vinäger intolerans.";"f";15
98412;;"t";"f";"f";"f";0;;"Acetater används som konserveringsmedel och buffertar. Kalciumacetat används speciellt mot vissa sporbildande organismer i bröd.";"f";;;"Kalciumacetat";"Calcium acetate";"E263";"Kalciumsalt av ättiksyra, en naturlig syra, som finns i de flesta frukter. Producerad av bakteriell jäsning och därmed i alla jästa produkter. Kommersiellt framställs genom bakteriell jäsning av socker, melass eller alkohol eller genom kemisk syntes från acetealdehyde.";;"Inga biverkningar, acetat är en normal del av alla kroppens celler. Bör endast undvikas av människor som har en (mycket sällsynt) vinäger intolerans.";"f";0
98413;;"t";"f";"f";"f";0;;"Mjölksyra och laktat används som konserveringsmedel, främst mot jäst och svampar. Den används också för att öka stabiliteten av potatisprodukter, ökar och stabiliserar anti-oxidanter och pektiner.";"t";;;"Mjölksyra";"Lactic acid";"E270";"Natural syra som produceras av bakterier i fermenterade livsmedel. Alla fermenterade livsmedel är mycket rik på mjölksyra. Kommersiellt genom bakteriell fermentation på stärkelse och melass. Produceras också i stora mängder i tjocktarmen av de inhemska bakterierna.";;"Inga biverkningar hos vuxna. D-eller DL-laktat (stereoisomerer) bör inte ges till spädbarn och små barn, eftersom de ännu inte har utvecklat lämpliga enzymer i levern att metabolisera dessa former av laktat.";"f";49
98414;"Ethylformic syra, metylättiksyra, propansyra";"t";"f";"f";"f";1;"allergi, astma";"Propionsyra och propionater används som konserveringsmedel, främst mot svamp. Den används ofta i bakverk mot bakteriell nedbrytning. På grund av den starka lukten den är begränsad i tillämpningar.";"t";;;"Propionsyra";"Propionic acid";"E280";"Natural syra som finns i små mängder i många livsmedel, ibland i höga koncentrationer som produceras av bakterier i fermenterade livsmedel, såsom olika typer av schweizerost . Det är också produceras i stor skala av bakterierna i tjocktarmen. Det är också en normal komponent i svett.";;"Inga biverkningar. Propionat är en normal liten kedja fettsyra och används i många metaboliska vägar i kroppen.";"f";0
98415;"Natrium propanoat";"t";"f";"f";"f";1;"allergi, astma";"Propionsyra och propionater används som konserveringsmedel, främst mot svamp.";"t";;;"Natriumpropionat";"Sodium propionate";"E281";"Natriumsalt av propionsyra, en naturlig syra som finns i små mängder i många livsmedel, ibland i höga koncentrationer som produceras av bakterier i fermenterade livsmedel, såsom olika typer av schweizerost. Det är också produceras i stor skala av bakterierna i tjocktarmen.";;"Inga biverkningar. Propionat är en normal liten kedja fettsyra och används i många metaboliska vägar i kroppen.";"f";1
98416;"Kalcium propanoat";"t";"f";"f";"f";1;"allergi, astma";"Propionsyra och propionater används som konserveringsmedel, främst mot svamp.";"t";;;"Kalciumpropionat";"Calcium propionate";"E282";"Kalciumsalt av propionsyra, en naturlig syra som finns i små mängder i många livsmedel, ibland i höga koncentrationer som produceras av bakterier i fermenterade livsmedel, såsom olika typer av schweizerost. Det är också produceras i stor skala av bakterierna i tjocktarmen.";;"Inga biverkningar. Propionat är en normal liten kedja fettsyra och används i många metaboliska vägar i kroppen.";"f";3
98417;"Kalcium propanoat";"t";"f";"f";"f";1;"allergi, astma";"Propionsyra och propionater används som konserveringsmedel, främst mot svamp.";"t";;;"Kaliumpropionat";"Potassium Propionate";"E283";"Kaliumsalt av propionsyra, en naturlig syra som finns i små mängder i många livsmedel, ibland i höga koncentrationer som produceras av bakterier i fermenterade livsmedel, såsom olika typer av schweizerost. Det är också produceras i stor skala av bakterierna i tjocktarmen.";;"Inga biverkningar. Propionat är en normal liten kedja fettsyra och används i många metaboliska vägar i kroppen.";"f";0
98418;;"t";"f";"f";"f";1;"allergi, astma";"Borsyra och borater används som en buffert för att kontrollera surheten i produkter. Den används också i multi-vitamin/mineral produkterna som en mineralkälla.";"f";;;"Borsyra";"Boric acid";"E284";"Natural syra, men kommersiellt från bor.";;"Inga biverkningar som är kända från livsmedel. I farmaceutical förberedelser Halterna är mycket högre och kan orsaka flera biverkningar.";"f";0
98419;"Borax";"t";"f";"f";"f";1;"allergi, astma, metabola sjukdomar";"Borsyra och borater används som en buffert för att kontrollera surheten i produkter. Den används också i multi-vitamin/mineral produkterna som en mineralkälla.,";"f";;;"Natriumtetraborat";"Sodium tetraborate";"E285";"Natriumsalt av borsyra, en naturlig sur men kommersiellt från bor.";;" Inga biverkningar är kända från livsmedel. I farmaceutical förberedelser Halterna är mycket högre och kan orsaka flera biverkningar.";"f";0
98420;;"t";"f";"f";"f";0;;"Används i kolsyrade drycker för den glittrande effekt. Används också i modifierad atmosfär förpackning och drivmedel i gasbehållare.";"f";;;"Koldioxid";"Carbon dioxide";"E290";"Normal naturgas. En del av luft och produceras av ämnesomsättningen i kroppen.";;"Inga biverkningar är kända från livsmedel.";"f";5
98421;"2-hydroxibutandisyra, äppelsyra";"t";"f";"f";"f";0;;"Bilar som syra, smak förening och färg stabilisator i äpple-och grapejuice.";"t";;;"DL-äppelsyra";"DL-Malic Acid";"E296";"Äppelsyra en naturlig syra som finns i de flesta frukter och många grönsaker. Kommersiellt göras genom kemisk syntes. Det är en del av den metaboliska vägen för varje levande cell.";;"Inga biverkningar kända. Höga halter är inte tillåtna i barnmat, eftersom små barn saknar förmåga att metabolisera stora mängder äppelsyra.";"f";13
98422;;"t";"f";"f";"f";0;;"Används som syra och struktur stabilisator i ett stort utbud av produkter. Också användas som syrakälla i bakpulver";"t";;;"Fumarsyra";"Fumarsyra";"E297";"Är fumarsyra en naturlig syra närvarande i många frukter och grönsaker. Kommersiellt göras genom fermentation av socker med svampar eller genom kemisk syntes. Det är en del av metabolism i varje levande cell.";;"Nej biverkningar kända effekter";"f";0
98423;"Vitamin c";"t";"f";"f";"f";0;;"Askorbinsyra är C-vitamin, men det kan inte läggas till som ett vitamintillskott när de är märkta E300. Vid tillsats i livsmedel den fungerar som en antioxidant och bröd förstärkare.";"t";;;"Askorbinsyra";"Ascorbic acid";"E300";"A cid, som förekommer naturligt i de flesta frukter och grönsaker. Kommersiellt syntetiseras genom bakteriell fermentering av glukos, följt av kemisk oxidation.";;"Inga biverkningar som är kända i de använda koncentrationerna.";"f";88
98424;"Askorbinsyra natriumsalt";"t";"f";"f";"f";0;;"Anti-oxidant och bröd förstärkare. Det förhindrar brunfärgning av frukt samt bildandet av nitrosaminer i kött. Askorbinsyra är vitamin C, kan dock inte läggas till som ett vitamintillskott när de är märkta E300";"t";;;"Natriumaskorbat";"Sodium ascorbate";"E301";"Natriumsalt av askorbinsyra (vitamin c, en atural syra), som förekommer naturligt i. flesta frukterna och grönsakerna. Kommersiellt syntetiseras genom bakteriell fermentering av glukos, följt av kemisk oxidation.";;"Inga biverkningar som är kända i de använda koncentrationerna.";"f";20
98425;"Askorbinsyra kalciumsalt, kalciumaskorbat dihydrat, kalciumsalt av 2,3-didehydro-l-treo-hexono1,4-lakton dehydratisera";"t";"f";"f";"f";0;;"Anti-oxidant och bröd förstärkare. Det förhindrar brunfärgning av frukt samt bildandet av nitrosaminer i kött. Askorbinsyra är vitamin C, kan dock inte läggas till som ett vitamintillskott när de är märkta E302";"t";;;"Kalciumaskorbat";"Calcium ascorbate";"E302";"Kalciumsalt av askorbinsyra (vitamin c, en atural syra), som förekommer naturligt i. flesta frukterna och grönsakerna. Kommersiellt syntetiseras genom bakteriell fermentering av glukos, följt av kemisk oxidation.";;"Inga biverkningar som är kända i de använda koncentrationerna.";"f";2
